20.3333	622222	148
20.3372	636363	152
20.3411	643678	156
20.3449	651162	159
20.3488	654970	163
20.5097	589473	324
20.5136	598930	171
20.5291	1210810	170
20.5524	1217391	176
20.5795	1217391	186
20.6803	1230769	171
20.7036	1237569	175
20.7152	2488888	173
20.7249	2502793	173
20.7346	2516853	173
20.7443	2516853	174
20.754	2531073	175
20.7656	2531073	177
20.7773	2516853	180
20.787	2516853	179
20.8626	2516853	182
20.8878	2502793	184
20.8975	5005586	182
20.9013	5005586	182
20.9091	4977777	185
20.9168	4950276	188
20.9207	4923076	187
20.9285	4896174	191
20.9343	4869565	192
20.9401	4843243	194
20.9459	4817204	194
20.9517	4791443	196
20.9576	4711111	198
20.9634	4656673	199
20.9692	4602638	201
20.975	4548958	202
20.9808	4472453	203
20.9866	4419897	204
20.9925	4367673	206
21.0002	4293979	210
21.0739	4242773	211
21.0933	4251240	206
21.0991	4280720	202
21.103	4288557	203
21.1068	4259621	205
21.1146	4209544	210
21.1185	4159763	212
21.1223	4090224	214
21.1262	4041320	216
21.132	3973500	219
21.1359	3925473	220
21.1398	3859298	222
21.1437	3812037	224
21.1495	3747401	227
21.1553	3683740	231
21.1592	3621027	233
21.1631	3559236	235
21.1689	3498342	237
21.1728	3438285	239
21.1766	3379044	241
21.1805	3320596	242
21.1844	3262921	244
21.1902	3206000	248
21.1941	3149777	249
21.198	3094271	250
21.2018	3039428	252
21.2057	2985200	253
21.2096	2931603	255
21.2173	2878590	261
21.2212	2826178	262
21.2251	2774290	264
21.229	2722944	265
21.2348	2661533	268
21.2387	2611450	269
21.2445	2571843	269
21.2484	2532202	266
21.2561	2492527	264
21.3046	2406333	304
21.3259	2394564	250
21.3356	2391444	241
21.3414	2441556	241
21.3453	2429364	242
21.3492	2407055	243
21.355	2458698	240
21.3589	2510752	239
21.3627	2563225	236
21.3666	2616130	234
21.3705	2658612	233
21.3744	2712164	231
21.3802	2766240	231
21.3841	2809100	228
21.3879	2863966	224
21.3918	2931846	221
21.3957	2988257	219
21.3996	3045298	219
21.4035	3089530	217
21.4073	3161444	213
21.4112	3220586	212
21.4151	3280502	210
21.419	3341212	207
21.4228	3402739	201
21.4267	3481148	201
21.4306	3544859	196
21.4345	3609471	196
21.4383	3692631	190
21.4713	3644114	215
21.4926	3783411	167
21.5062	3891560	171
21.512	4003836	169
21.5198	4099191	171
21.5275	4197263	173
21.5353	4275361	176
21.5411	4331593	177
21.5489	4388172	180
21.5547	4445102	182
21.5605	4478054	184
21.5644	4510789	184
21.5682	4543264	184
21.5721	4575524	184
21.576	4632565	183
21.5799	4664521	183
21.5837	4696260	183
21.5876	4727782	183
21.5915	4759086	184
21.5954	4790217	184
21.5993	4821130	185
21.6031	4851869	185
21.607	4882391	186
21.6109	4912739	186
21.6148	4942869	186
21.6186	4945945	187
21.6225	4975567	188
21.6264	5005016	189
21.6303	5007225	190
21.6361	5009240	193
21.6419	4954127	195
21.6477	4899428	198
21.6535	4845136	201
21.6613	4766291	206
21.6787	4688907	207
21.7039	4612938	211
21.7233	4515537	217
21.7311	4420871	222
21.7388	4350000	225
21.7505	4239192	231
21.764	4151962	237
21.7757	4048111	245
21.7834	3947872	247
21.7892	3851049	247
21.797	3774088	249
21.8067	3698969	252
21.8106	3625620	253
21.8145	3553974	253
21.8183	3498666	253
21.8222	3444083	254
21.8261	3390240	256
21.83	3337086	256
21.8338	3298065	256
21.8377	3245918	258
21.8416	3207352	258
21.8455	3156176	259
21.8493	3118016	261
21.8532	3067746	261
21.8571	3029976	262
21.861	2992283	261
21.8649	2954666	263
21.8687	2917125	264
21.8726	2879657	264
21.8765	2842232	266
21.8804	2804849	266
21.8842	2767507	267
21.8881	2730206	269
21.892	2692916	268
21.8959	2655665	269
21.8998	2628349	269
21.9056	2590909	273
21.9094	2553479	272
21.9153	2516030	272
21.9191	2487849	266
21.9366	2450157	275
21.9521	2412417	273
21.9676	2410445	244
21.9754	2408091	244
21.9851	2396030	245
21.9947	2464906	230
22.0044	2525533	229
22.0083	2597622	224
22.0141	2671673	217
22.0258	2736462	219
22.0296	2814285	217
22.0335	2882076	215
22.0374	2938609	215
22.0413	3008800	212
22.0452	3066982	212
22.049	3125840	210
22.0529	3199713	207
22.0568	3260488	207
22.0607	3322045	205
22.0645	3384442	204
22.0684	3447702	202
22.0723	3511849	200
22.0762	3576909	200
22.08	3642947	196
22.0839	3692115	195
22.0878	3759650	192
22.0917	3828235	191
22.0956	3897940	188
22.1033	3968760	188
22.1169	4020462	195
22.1421	4072404	190
22.1498	4145673	180
22.1673	4220206	182
22.175	4296083	178
22.1828	4373305	178
22.1906	4428359	182
22.1983	4483787	185
22.2041	4515446	187
22.2138	4546851	188
22.2216	4553820	192
22.2293	4584634	196
22.2351	4530063	198
22.241	4475853	199
22.2448	4422000	199
22.2487	4368497	200
22.2526	4315340	200
22.2565	4262482	200
22.2603	4231548	201
22.2642	4178938	202
22.2681	4126659	202
22.272	4095350	202
22.2759	4043272	203
22.2797	3991477	203
22.2836	4023195	204
22.2875	3971760	205
22.2914	3920597	206
22.2952	3888955	207
22.2991	3837940	208
22.303	3787152	208
22.3088	3736627	211
22.3146	3686321	214
22.3185	3636233	216
22.3243	3569076	219
22.3301	3502933	222
22.3418	3454028	225
22.367	3342222	247
22.3786	3279706	235
22.3844	3218000	233
22.4077	3157117	240
22.4174	3069592	248
22.4309	2997799	254
22.4368	2927551	252
22.4465	2858757	256
22.4561	2791361	258
22.46	2736633	260
22.4717	2671440	266
22.4755	2618089	260
22.4814	2565246	260
22.4872	2512867	258
22.491	2470752	260
22.4988	2428557	258
22.5027	2386285	258
22.5066	2353206	257
22.5104	2319650	254
22.5143	2276584	254
22.5182	2242181	253
22.5221	2216000	251
22.5259	2251650	250
22.5298	2295840	246
22.5337	2330517	247
22.5376	2374144	246
22.5415	2417606	246
22.5453	2451052	245
22.5492	2494064	241
22.555	2537004	241
22.5589	2590367	234
22.5705	2568590	240
22.586	2535803	243
22.5977	2600995	219
22.6112	2656234	225
22.6229	2735046	205
22.6268	2840768	194
22.6364	2938607	190
22.6403	3040474	182
22.652	3146691	180
22.6578	3242095	180
22.6616	3357112	174
22.6675	3460179	174
22.6713	3567025	169
22.6752	3677927	165
22.6791	3793142	164
22.683	3891913	160
22.6869	4015516	158
22.6907	4121162	157
22.6946	4230045	156
22.6985	4342335	156
22.7024	4432140	155
22.7082	4523739	156
22.7121	4617197	156
22.7159	4684192	155
22.7217	4751660	156
22.7276	4819609	158
22.7353	4888098	162
22.7411	4926723	163
22.7489	4934780	166
22.7586	4972536	170
22.7722	4979684	173
22.7799	5016678	166
22.7915	5022939	169
22.7974	5059180	171
22.8051	5064622	175
22.8129	5069761	176
22.8206	5044752	180
22.8323	5020093	188
22.84	4995770	187
22.8478	4971772	190
22.8536	4948089	192
22.8613	4861466	197
22.8691	4750469	200
22.8749	4667935	202
22.8827	4562553	207
22.8885	4483747	210
22.8962	4383544	215
22.902	4286204	218
22.9059	4191597	218
22.9098	4120000	219
22.9137	4029725	221
22.9176	3961009	222
22.9214	3893384	223
22.9253	3826819	224
22.9292	3761283	226
22.9331	3714103	224
22.9369	3650083	224
22.9408	3603592	225
22.9486	3540990	230
22.9524	3495159	230
22.9563	3449490	229
22.966	3388648	231
22.9738	3343569	236
22.9835	3283946	241
22.9893	3225127	239
22.999	3167056	240
23.0164	3123234	244
23.0261	3053047	252
23.0397	2984372	258
23.0455	2929378	253
23.0494	2875000	252
23.0591	2821223	254
23.0668	2768000	259
23.0726	2715317	259
23.0804	2673943	260
23.092	2621975	260
23.0978	2570486	263
23.1056	2529428	264
23.1114	2488347	263
23.1153	2447181	262
23.1211	2405929	260
23.1289	2364593	259
23.1347	2332218	258
23.1405	2308423	252
23.1463	2275011	250
23.1502	2318015	247
23.1541	2370222	245
23.1579	2413131	242
23.1618	2455904	240
23.1657	2508645	240
23.1696	2551449	239
23.1735	2594178	237
23.1812	2572702	241
23.1851	2615868	233
23.1928	2594304	236
23.1987	2648829	231
23.2084	2703866	225
23.2142	2759426	223
23.2277	2827589	211
23.2394	2897108	213
23.2432	2981180	198
23.251	3054178	202
23.2568	3157369	190
23.2626	3234814	190
23.2723	3345478	180
23.282	3427884	185
23.2898	3529568	178
23.2956	3616915	180
23.3033	3706545	175
23.313	3798605	179
23.3189	3893208	172
23.3227	3990518	170
23.3266	4068748	169
23.3305	4170913	168
23.3344	4252659	168
23.3382	4335911	167
23.3441	4396022	169
23.3479	4481717	168
23.3518	4543090	167
23.3576	4604891	169
23.3634	4640457	171
23.3712	4702620	174
23.377	4710765	176
23.3828	4745508	177
23.3906	4780022	181
23.3964	4786909	183
23.4022	4793491	184
23.4139	4799775	186
23.4235	4779066	192
23.4313	4784883	190
23.4371	4790417	192
23.4468	4769608	195
23.4526	4687612	198
23.4623	4607148	204
23.4681	4528168	204
23.4798	4450625	207
23.4895	4352082	214
23.5011	4277888	218
23.5088	4183960	217
23.5166	4112871	221
23.5282	4023258	225
23.536	3936000	229
23.5418	3869333	227
23.5496	3785877	231
23.5534	3721748	231
23.5573	3658580	232
23.5612	3596310	233
23.5651	3534950	234
23.5689	3490126	234
23.5728	3430071	235
23.5767	3370831	237
23.5806	3326977	235
23.5845	3283263	237
23.5883	3239685	237
23.5961	3182372	242
23.6019	3139241	243
23.6077	3096206	243
23.6155	3040272	244
23.6232	2997661	250
23.6271	2942689	249
23.6329	2900418	248
23.6407	2858200	250
23.6484	2804363	252
23.6542	2751081	256
23.6678	2698341	264
23.6736	2656842	258
23.6814	2604819	258
23.6891	2563456	258
23.693	2522071	260
23.7027	2470830	264
23.7066	2439114	259
23.7163	2388109	264
23.7202	2355827	257
23.7279	2332220	248
23.7415	2298897	252
23.7473	2351238	245
23.7551	2394326	239
23.7647	2447068	236
23.7686	2500210	231
23.7744	2564229	225
23.7783	2629410	224
23.7822	2684518	221
23.7861	2751762	221
23.79	2808273	219
23.7938	2865379	217
23.7977	2923095	217
23.8016	2981438	213
23.8093	3040460	213
23.8132	3100178	210
23.8229	3160648	207
23.8268	3236566	201
23.8345	3298986	202
23.8423	3362269	200
23.8539	3426403	199
23.8578	3508076	188
23.8675	3591806	186
23.8733	3695802	182
23.883	3765810	181
23.8927	3856323	184
23.9005	3929183	180
23.914	4024000	173
23.9218	4099937	174
23.9295	4199404	174
23.9392	4255828	180
23.947	4312602	179
23.9528	4346193	181
23.9606	4403200	184
23.9664	4436454	186
23.9702	4469491	186
23.9741	4502270	186
23.978	4534832	186
23.9819	4567135	185
23.9858	4599221	185
23.9916	4631091	187
23.9954	4662745	187
23.9993	4668946	188
24.0051	4700000	190
24.0129	4705540	193
24.0187	4710808	196
24.0245	4655915	198
24.0303	4577340	201
24.0362	4523625	203
24.042	4447216	205
24.0478	4394625	207
24.0555	4320324	212
24.0672	4247316	214
24.073	4175522	215
24.0827	4084823	222
24.0904	4015961	221
24.0982	3948192	225
24.106	3881523	222
24.1176	3797971	232
24.1253	3733804	231
24.1331	3670599	233
24.1486	3608328	234
24.1583	3530990	242
24.168	3455466	244
24.1738	3396616	243
24.1854	3338550	246
24.1932	3267103	252
24.199	3210905	251
24.2048	3155423	250
24.2106	3100605	250
24.2203	3046466	254
24.2242	2992958	256
24.2281	2940065	257
24.232	2899526	256
24.2358	2847481	257
24.2397	2807258	258
24.2436	2767068	259
24.2475	2716015	261
24.2514	2676031	259
24.2552	2636047	260
24.2591	2596062	262
24.2649	2556047	264
24.2688	2516000	262
24.2766	2475922	264
24.2804	2445260	262
24.2862	2404837	265
24.2901	2373519	260
24.2959	2341767	259
24.3037	2300664	260
24.3153	2268169	260
24.3192	2243875	251
24.327	2295250	244
24.3347	2346929	244
24.3425	2389470	243
24.3502	2451328	233
24.358	2504096	232
24.3696	2557268	235
24.3793	2621629	221
24.3832	2698443	214
24.3948	2777463	209
24.4026	2846482	209
24.4064	2916925	206
24.4142	2988849	204
24.4181	3076144	196
24.422	3166275	193
24.4258	3244241	194
24.4297	3324075	190
24.4336	3405856	190
24.4375	3489669	186
24.4413	3558078	186
24.4472	3645572	183
24.4549	3716582	185
24.4607	3808081	180
24.4646	3881979	178
24.4724	3957083	177
24.484	4033473	177
24.4937	4111191	174
24.5014	4190279	172
24.5092	4270782	175
24.515	4329005	176
24.5247	4363584	180
24.5325	4422065	180
24.5402	4456307	183
24.5499	4465748	187
24.5577	4499278	186
24.5674	4507913	188
24.5732	4516237	190
24.5848	4524215	197
24.5926	4531893	196
24.6003	4539276	198
24.6081	4460589	202
24.6178	4383291	207
24.6236	4307381	207
24.6294	4232816	210
24.6333	4159555	210
24.6371	4108060	210
24.641	4036656	211
24.6449	3986059	211
24.6488	3935763	211
24.6527	3885686	212
24.6585	3835863	215
24.6624	3768000	216
24.6662	3718961	217
24.672	3670162	220
24.6798	3604398	223
24.6837	3556301	223
24.6876	3492000	223
24.6972	3428592	230
24.7108	3366091	237
24.7166	3304436	231
24.7283	3243603	235
24.738	3183535	241
24.7477	3110484	245
24.7515	3065684	241
24.7554	3007826	240
24.769	2963428	244
24.7787	2894119	251
24.7864	2838203	253
24.7922	2782890	251
24.8019	2728166	252
24.8116	2685078	254
24.8194	2620295	259
24.8233	2577600	255
24.8271	2534829	254
24.8368	2492016	252
24.8426	2449129	255
24.8485	2415838	255
24.8543	2372530	253
24.864	2329088	255
24.8678	2373044	248
24.8756	2407132	246
24.8795	2383096	246
24.8834	2417322	242
24.8872	2460987	243
24.8911	2504520	241
24.895	2547951	236
24.8989	2591311	236
24.9047	2634600	237
24.9105	2688962	231
24.9144	2732400	229
24.9202	2787495	223
24.9318	2855251	221
24.9396	2924379	211
24.9512	2981947	214
24.9551	3053568	206
24.9648	3112853	209
24.9706	3201592	200
24.9784	3278165	192
24.9861	3372224	192
24.9977	3453118	186
25.0036	3553082	182
25.0132	3638745	186
25.021	3726646	179
25.0268	3816929	178
25.0365	3909661	173
25.0423	4005000	172
25.0501	4081473	175
25.054	4159276	173
25.0578	4238494	173
25.0617	4319130	172
25.0656	4401274	171
25.0695	4460154	171
25.0753	4519422	173
25.0792	4579083	172
25.083	4639191	172
25.0889	4699706	173
25.0947	4733740	175
25.1005	4767548	177
25.1082	4801129	181
25.1141	4807325	183
25.1199	4813184	184
25.1276	4818755	188
