51.0005	1153.6
52.0014	2520
53.0066	2462.89
54.0108	2130.68
55.0114	2228.8
56.0115	2296
57.0487	2192.48
58.053	2398.41
59.0572	2454.18
60.0589	1398.6
61.1568	1807.11
62.1589	2157.28
63.2234	1726.31
64.2256	2168.46
65.228	2347.3
66.2516	1992.57
67.2616	1973.86
68.2949	1951.6
69.3089	2111.75
70.3461	2008.87
71.3576	1273.99
72.3579	1971.2
73.3622	1952.19
74.3722	1940.59
75.3842	1982.99
76.4	1964.14
77.4101	1951.68
78.4182	2000
79.4186	1948.8
80.4189	2004.8
81.4197	1926.4
82.4235	1942.97
83.4236	1971.2
84.4281	1929.88
85.4343	1959.44
86.4355	2025.17
87.4369	1890.91
88.4394	1911.38
89.457	1971.29
90.4884	2628.9
91.4946	1358.25
92.5101	2604.14
93.5105	1288
94.536	1365.85
95.548	1418
96.5949	1402.68
97.6127	1431.66
98.7216	1334.3
99.7588	1447.25
100.819	1341.89
101.903	1323.73
102.903	2632
103.96	1209.09
104.962	2224.35
105.964	1754.89
106.998	1496.22
108	1902.1
109	1534.4
110.009	1644.44
111.021	1528.78
112.029	1822.22
113.031	1430.74
114.115	1696.03
115.127	2036.36
116.127	3068.8
117.137	3138.22
118.139	1687.82
119.139	2139.2
120.139	1960
121.144	1784.86
122.147	1931.8
123.148	1836.8
124.151	1844.31
125.153	1889.02
126.155	1877.84
127.165	1862.97
128.166	1836.8
129.187	1777.08
130.188	2027.2
131.189	1834.96
132.198	2044.44
133.2	1935.66
134.201	1890.91
135.228	2061.15
136.228	1881.6
137.231	2090.22
138.237	1894.53
139.238	2116.8
140.249	2614.44
141.251	1443.36
142.252	1881.6
143.252	1937.6
144.255	1944.91
145.258	1987.64
146.261	1956.09
147.266	1996.81
148.27	2065.8
149.286	1973.23
150.302	2008.28
151.306	2231.07
152.307	1935.66
153.308	1993.6
154.311	1864.81
155.327	1984.25
156.328	1946.85
157.34	1883.28
158.34	2374.4
159.43	1583.84
160.432	1889.02
161.434	1967.27
162.44	2059.64
163.443	1933.73
164.443	1915.2
165.465	1908.72
166.467	2023.15
167.479	2071.61
168.481	1933.73
169.512	2020.56
170.528	2118.62
171.53	1555.24
172.531	2508.8
173.532	2609.6
174.536	1059.76
175.539	1911.38
176.542	1989.62
177.546	2009.97
178.554	2033.33
179.562	1988.89
180.57	1977.78
181.573	1978.44
182.577	1996.81
183.583	1937.18
184.583	1982.4
185.584	2116.8
186.585	1904
187.639	1955.22
188.658	1978.41
189.665	1836.98
190.669	2130.68
191.669	1926.4
192.67	1892.8
193.681	1916.52
194.69	2388.89
195.692	2224.35
196.693	2025.17
197.797	1553.58
198.801	3870.92
199.802	1680
200.805	1719.64
201.806	1668.8
202.811	1617.53
203.812	1566.43
204.813	1689.51
205.814	2125.87
206.815	2598.4
207.817	2134.93
208.817	2788.8
209.818	2942.66
210.832	2852.52
211.834	2917.36
212.84	2705.37
213.842	3118.56
214.847	2733.07
215.847	2968
216.853	2749.9
217.854	3080
218.86	2864.08
219.862	2772.05
220.863	2987.41
221.868	3142.69
222.869	2856
223.869	2867.2
224.869	3024
225.872	3409.18
226.873	3144.05
227.88	3225.42
228.881	4860.8
229.884	1911.38
230.885	2137.06
231.886	1814.4
232.888	2023.15
233.888	2016
234.89	5236.36
235.891	5880
236.891	5667.2
237.891	5913.6
238.892	5588.8
239.892	6003.2
240.892	5532.8
241.893	6059.2
242.893	5465.6
243.893	6081.6
244.894	5700.8
245.894	5712
246.895	5980.8
247.895	5633.6
248.895	5700.8
249.896	5947.2
250.896	5790.4
251.896	5544
252.897	5969.6
